ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060002131,884,I,2509571.436,2384739.005,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.03855681,145.1090296,3196,12/1/06,18:21:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2A,B,5,1,Day,36060,2,2,0,1,0,1,1,5,Not at intersection,2,50
T20060002136,203071,N,2520885.714,2391973.834,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.97319075,145.237706,3802,13/1/06,8:00:00,1,Collision with vehicle,6,Friday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2G,H,6,1,Day,37091,2,2,0,1,0,1,2,2,T intersection,3,40
T20060002147,201517,N,2472078.868,2402446.615,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87865075,144.6826198,3030,6/1/06,13:00:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,16,A,9,1,Day,40562,2,2,0,1,0,1,1,2,T intersection,3,60
T20060002152,203072,N,2504117.275,2404667.643,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85904988,145.0467889,3146,16/1/06,16:45:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE                     ,MEL,40,30,C,11,1,Day,37852,2,2,0,1,0,1,2,2,T intersection,3,50
T20060002154,205229,N,2494036.325,2422185.576,MORELAND,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.70120042,144.9323699,3046,11/1/06,18:15:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,67,D,5,1,Day,2762,2,2,0,1,0,1,1,5,Not at intersection,2,60
T20060002165,203070,N,2510713.731,2372794.217,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.14615347,145.1222163,3199,1/1/06,0:05:00,2,Struck Pedestrian,1,Sunday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,382,A,6,3,Dark Street lights on,202189,1,2,0,1,0,1,2,5,Not at intersection,3,60
T20060002167,42185,I,2503418.767,2393921.578,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95587129,145.0389009,3192,10/1/06,8:30:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,77,K,4,1,Day,202222,2,2,0,2,0,0,1,5,Not at intersection,3,50
T20060002170,202206,N,2488805.013,2424447.695,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.68076947,144.8730793,3049,8/1/06,16:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,56,C,10,1,Day,55438,1,1,0,1,0,0,1,1,Cross intersection,3,50
T20060002171,36329,I,2497258.027,2412394.167,MELBOURNE,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.78943894,144.9688688,3054,15/2/06,6:20:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,103,B,6,1,Day,203085,1,1,0,1,0,0,1,5,Not at intersection,2,100
T20060002173,55531,I,2527483.994,2413423.627,YARRA RANGES,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.7797616,145.3120023,3138,11/1/06,7:27:00,1,Collision with vehicle,4,Wednesday,140,U TURN                           ,MEL,40,77,G,10,1,Day,42220,2,2,1,0,0,1,1,2,T intersection,2,80
T20060002176,43340,I,2512734.311,2381469.721,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.06797194,145.1451151,3197,15/2/06,9:02:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,49,G,8,1,Day,88665,2,2,1,0,0,1,1,5,Not at intersection,2,60
T20060002181,41273,I,2501886.488,2402365.974,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87979473,145.021444,3161,15/2/06,7:13:00,1,Collision with vehicle,3,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,46,81,J,3,1,Day,350186,4,4,1,0,0,3,1,1,Cross intersection,2,70
T20060002181,41273,I,2501886.488,2402365.974,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87979473,145.021444,3162,15/2/06,9:30:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT                   ,MEL,40,134,K,7,1,Day,203169,1,1,0,1,0,0,1,5,Not at intersection,3,80
T20060002183,26405,N,2563040.526,2332456.701,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.50740982,145.7226108,3951,6/1/06,9:20:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING)                  ,VCS,9,40,J,8,1,Day,202261,2,3,1,0,0,2,1,5,Not at intersection,3,100
T20060002184,41162,I,2499607.016,2399609.813,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.90462885,144.9955314,3186,26/1/06,8:50:00,8,No collision and no object struck,5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,582,E,7,1,Day,202820,1,1,0,1,0,0,2,5,Not at intersection,3,60
T20060002189,202209,N,2494528.744,2413622.463,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.77835976,144.9378908,3052,10/2/06,12:05:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,79,G,7,1,Day,35587,3,2,0,1,0,1,2,2,T intersection,3,80
T20060002203,37960,I,2500153.29,2412884.782,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.78502246,145.0017403,3068,13/1/06,10:25:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,59,H,8,1,Day,40424,2,2,0,1,0,1,1,1,Cross intersection,2,60
T20060002206,203075,N,2398174.397,2437098.47,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.56128967,143.8473673,3350,5/1/06,10:30:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,,,,,,1,Day,50042,2,2,0,1,0,1,2,1,Cross intersection,3,50
T20060002208,203079,N,2281459.419,2342995.129,WARRNAMBOOL,WARRNAMBOOL,SOUTH WESTERN REGION,SMALL_CITIES,-38.38878295,142.4986505,3280,15/2/06,10:30:00,1,Collision with vehicle,4,Wednesday,140,U TURN                           ,MEL,40,75,B,9,1,Day,203087,2,2,0,1,0,1,1,5,Not at intersection,3,60
T20060002216,201523,N,2576064.542,2372382.731,BAW BAW,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-38.14679946,145.8677215,3818,5/1/06,9:25:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,480,C,12,1,Day,202224,1,2,2,0,0,0,1,5,Not at intersection,2,100
T20060002219,211829,N,2514617.357,2402560.343,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87793049,145.166154,3150,7/1/06,16:30:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,48,G,7,1,Day,202191,1,1,0,1,0,0,2,5,Not at intersection,3,100
T20060002222,35558,I,2508058.84,2402847.123,STONNINGTON,"MONASH,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87542665,145.091601,3145,4/1/06,23:30:00,6,Vehicle overturned (no collision),4,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND                ,MEL,40,354,H,2,5,Dark No street lights,202265,1,1,1,0,0,0,1,5,Not at intersection,2,999
T20060002222,35558,I,2508058.84,2402847.123,STONNINGTON,"MONASH,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87542665,145.091601,3148,15/2/06,12:06:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,8,K,2,1,Day,389,3,4,0,1,0,3,1,1,Cross intersection,3,70
T20060002223,41557,I,2507980.967,2400850.518,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.89341627,145.0907374,3166,3/1/06,15:00:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,453,D,2,1,Day,202227,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060002231,38667,I,2489342.029,2409006.888,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81990158,144.878945,3013,17/1/06,0:30:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2P,D,2,3,Dark Street lights on,29592,2,2,0,1,0,1,1,1,Cross intersection,2,60
T20060002234,209203,N,2505617.732,2404487.026,BOROONDARA,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.86066936,145.0638416,3146,8/1/06,4:20:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,14,D,1,5,Dark No street lights,202230,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002237,203081,N,2514609.044,2356461.475,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.29323,145.1669786,3915,15/1/06,5:45:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,2F,B,1,2,Dusk/Dawn,55437,1,1,1,0,0,0,2,1,Cross intersection,2,50
T20060002240,55794,I,2441700.735,2373862.9,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.13475381,144.3350498,3218,8/1/06,17:30:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,40,F,5,1,Day,55432,1,1,1,0,0,0,1,1,Cross intersection,2,100
T20060002243,347888,N,2502223.748,2419337.744,DAREBIN,DAREBIN,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.72687697,145.0252266,3073,2/2/06,19:45:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,380,D,12,1,Day,203171,2,2,1,0,0,1,2,5,Not at intersection,3,100
T20060002247,203082,N,2512193.223,2369837.655,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.17276957,145.1391428,3199,7/1/06,8:25:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,40,B,4,1,Day,202229,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002251,121361,N,2497140.025,2411517.272,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79733952,144.9675256,3053,7/1/06,8:10:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,41,D,11,1,Day,202231,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002252,206,I,2496181.425,2409184.242,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81835683,144.9566289,3000,16/1/06,18:17:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,1A,H,3,1,Day,29418,2,2,0,1,0,1,1,1,Cross intersection,3,50
T20060002253,41373,I,2503760.396,2401582.242,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.88685028,145.0427491,3145,3/2/06,8:00:00,5,collision with some other object,6,Friday,166,STRUCK OBJECT ON CARRIAGEWAY                ,MEL,40,16,D,10,1,Day,220465,1,1,0,1,0,0,2,5,Not at intersection,3,100
T20060002253,41373,I,2503760.396,2401582.242,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.88685028,145.0427491,3163,13/2/06,17:50:00,1,Collision with vehicle,2,Monday,131,LEFT REAR                          ,MEL,40,2B,B,9,1,Day,47919,2,2,0,1,0,1,2,4,Multiple intersection,3,50
T20060002259,36230,I,2496433.983,2410523.26,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80629321,144.9595039,3000,14/2/06,18:55:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,2M,C,6,2,Dusk/Dawn,205399,1,2,0,1,0,1,2,5,Not at intersection,3,60
T20060002261,35561,I,2511155.547,2398522.519,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.91435813,145.1268652,3168,15/2/06,13:05:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,47,D,9,1,Day,203088,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002262,203084,N,2492804.476,2424144.634,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.68353967,144.9184194,3047,15/2/06,15:40:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,100,E,4,1,Day,205397,2,3,1,0,0,2,1,5,Not at intersection,2,50
T20060002264,36060,I,2494262.987,2411778.172,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79497549,144.9348596,3031,15/2/06,16:58:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,354,H,11,1,Day,203173,3,4,1,1,0,2,1,5,Not at intersection,2,60
T20060002265,37091,I,2499421.626,2409231.869,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81793537,144.9934309,3121,15/2/06,17:50:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,6,C,7,1,Day,203089,3,3,0,1,0,2,1,5,Not at intersection,3,50
T20060002266,40562,I,2490327.753,2419143.034,MOONEE VALLEY,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.72858381,144.8902737,3042,15/2/06,17:50:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2B,D,11,1,Day,36261,3,3,0,1,0,2,1,1,Cross intersection,3,60
T20060002270,37852,I,2498756.777,2413452.764,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.77990403,144.9858867,3068,11/2/06,13:30:00,8,No collision and no object struck,7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,98,F,7,1,Day,203174,1,1,0,1,0,0,2,5,Not at intersection,2,999
T20060002274,2762,N,2499163.641,2401117.092,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8910484,144.9904915,3184,15/2/06,19:05:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,705,M,8,1,Day,203175,1,2,2,0,0,0,1,5,Not at intersection,2,110
T20060002275,202189,N,2474782.3,2435015.831,HUME,HUME,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.58526988,144.71446,3429,15/2/06,20:15:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,75A,F,4,2,Dusk/Dawn,39320,2,2,0,1,0,1,1,2,T intersection,3,60
T20060002275,202189,N,2474782.3,2435015.831,HUME,HUME,METROPOLITAN NORTH WEST REGION,SMALL_CITIES,-37.58526988,144.71446,3429,4/1/06,8:10:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,26,H,10,1,Day,110839,2,2,0,1,0,1,2,2,T intersection,3,60
T20060002278,202222,N,2505361.019,2396682.77,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.93098506,145.060981,3165,3/1/06,7:45:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,431,H,5,1,Day,49642,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060002279,55438,I,2491061.527,2403808.564,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8667562,144.8984124,3016,4/1/06,21:45:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,515,N,3,2,Dusk/Dawn,55439,1,1,1,0,0,0,1,2,T intersection,2,50
T20060002287,203085,N,2593437.35,2304964.613,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.75241006,146.0745709,3959,12/2/06,13:30:00,6,Vehicle overturned (no collision),1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,VCS,9,68,D,4,1,Day,203090,1,2,1,0,0,1,2,5,Not at intersection,3,60
T20060002288,42220,I,2504188.366,2394411.952,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95145012,145.0476551,3190,13/1/06,19:15:00,1,Collision with vehicle,6,Friday,151,OUT OF CONTROL (OVERTAKING)                 ,MEL,40,1C,H,9,2,Dusk/Dawn,202203,2,2,0,1,0,1,1,5,Not at intersection,3,80
T20060002290,88665,N,2520018.183,2409724.673,MAROONDAH,MAROONDAH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.81328,145.22735,3134,8/1/06,1:25:00,2,Struck Pedestrian,1,Sunday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,MEL,40,13,D,3,6,Dark Street lights unknown,55434,1,2,1,0,0,1,1,2,T intersection,2,50
T20060002291,350186,I,2520498.094,2396987.625,KNOX,KNOX,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.92802776,145.2331547,3178,1/1/06,16:45:00,5,collision with some other object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,243,A,2,1,Day,55402,1,1,0,1,0,0,1,2,T intersection,3,100
T20060002292,203169,N,2528688.232,2375779.245,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.11888014,145.3271414,3978,16/1/06,15:10:00,2,Struck Pedestrian,2,Monday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,MEL,40,1A,A,6,1,Day,139132,1,2,0,1,0,1,1,5,Not at intersection,3,50
T20060002292,203169,N,2528688.232,2375779.245,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,SMALL_TOWNS,-38.11888014,145.3271414,3978,16/2/06,6:17:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2C,J,2,3,Dark Street lights on,36688,1,3,0,0,1,2,1,1,Cross intersection,1,60
T20060002293,202261,N,2273090.246,2510466.515,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.87832782,142.4541526,3385,7/1/06,18:00:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,13,H,2,1,Day,55433,2,2,1,1,0,0,1,2,T intersection,2,50
T20060002295,202820,N,2424221.492,2463202.187,HEPBURN,HEPBURN,WESTERN REGION,TOWNS,-37.32855073,144.1448475,3460,2/1/06,18:00:00,1,Collision with vehicle,2,Monday,131,LEFT REAR                          ,MEL,40,205,B,7,1,Day,202267,2,2,0,1,0,1,2,5,Not at intersection,3,50
T20060002296,35587,I,2512301.638,2395413.138,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.94235789,145.139951,3169,16/1/06,8:30:00,2,Struck Pedestrian,2,Monday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,2L,B,8,1,Day,29464,1,2,0,1,0,1,2,2,T intersection,3,60
T20060002302,40424,I,2504516.397,2404629.781,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85938916,145.0513248,3146,16/2/06,8:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,90,K,5,1,Day,203091,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002304,50042,I,2444962.596,2371097.182,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.15986812,144.3720447,3219,15/2/06,19:15:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,444,C,7,1,Day,203178,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002307,203087,N,2529553.73,2399489.287,YARRA RANGES,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.90524487,145.3360565,3158,9/1/06,12:43:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,520,D,7,1,Day,50629,2,2,0,1,0,1,2,1,Cross intersection,3,50
T20060002310,202224,N,2444081.186,2359235.253,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.26666894,144.3610802,3227,15/1/06,2:12:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,2G,B,9,3,Dark Street lights on,249,2,2,1,0,0,1,1,1,Cross intersection,2,60
T20060002316,202191,N,2619407.824,2516392.5,WANGARATTA,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.84469773,146.3390094,3678,16/2/06,9:00:00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,88,J,2,1,Day,53521,3,3,0,1,0,2,1,2,T intersection,3,80
T20060002317,202265,N,2477320.18,2426650.799,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.66070962,144.7429405,3427,7/1/06,4:50:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,208,F,2,3,Dark Street lights on,202226,1,1,1,0,0,0,1,5,Not at intersection,2,60
T20060002319,389,I,2501685.706,2426792.379,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.65970829,145.019106,3075,15/2/06,16:30:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,2C,E,11,1,Day,29405,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060002321,202227,N,2428134.532,2375769.118,GOLDEN PLAINS,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.11662889,144.1805103,3218,15/2/06,10:45:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,506,A,6,1,Day,50336,1,1,0,1,0,0,1,2,T intersection,3,70
T20060002324,29592,I,2498537.079,2405079.13,PORT PHILLIP,"PORT PHILLIP,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85535039,144.9833761,3181,16/2/06,9:25:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,VCS,9,607,S,6,1,Day,49317,2,2,0,1,0,1,1,1,Cross intersection,3,50
T20060002324,29592,I,2498537.079,2405079.13,PORT PHILLIP,"PORT PHILLIP,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85535039,144.9833761,3182,1/1/06,6:30:00,4,Collision with a fixed object,0,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,101,G,2,2,Dusk/Dawn,284301,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060002328,202230,N,2483518.036,2422122.403,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.70164293,144.8130878,3036,16/2/06,8:02:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,18,D,4,1,Day,203180,2,2,1,0,0,1,1,5,Not at intersection,2,60
T20060002330,55437,I,2496302.499,2410237.498,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80886743,144.9580093,3000,15/1/06,17:25:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,2K,B,12,1,Day,202193,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060002332,55432,I,2259239.728,2525604.797,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.73851044,142.3036448,3401,17/1/06,9:45:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,87,K,8,1,Day,42849,2,2,0,1,0,1,1,2,T intersection,3,80
T20060002333,203171,N,2529874.737,2440047.784,MURRINDINDI,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,SMALL_TOWNS,-37.53979024,145.3380689,3763,11/1/06,9:15:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2C,A,9,1,Day,36465,1,2,0,1,0,1,1,2,T intersection,3,50
T20060002335,202229,N,2234193.289,2533968.022,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.65644872,142.0262401,3401,15/2/06,19:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,96,F,7,1,Day,43282,2,3,0,1,0,2,2,1,Cross intersection,3,80
