"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","VEHICLE_ID","VEHICLE_YEAR_MANUF","VEHICLE_BODY_STYLE","VEHICLE_MAKE","Vehicle Type Desc","SEX","AGE","Age Group","Road User Type Desc"
"T20190014737","6/8/19",20:15:00,"Collision with vehicle","Tuesday","Dark Street lights on",6,4,"Cross intersection",3,60,"B",2011,"WAGON","NISSAN","Station Wagon","F",56,"50-59","Drivers"
"T20190014737","6/8/19",20:15:00,"Collision with vehicle","Tuesday","Dark Street lights on",6,4,"Cross intersection",3,60,"E",2017,"WAGON","HYNDAI","Station Wagon","U",NA,"unknown","Drivers"
"T20190014738","6/8/19",22:30:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Not at intersection",3,999,"A",2009,"TRAY","FORD","Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM","M",27,"26-29","Drivers"
"T20190014738","6/8/19",22:30:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Not at intersection",3,999,"B",2002,"SEDAN","MITSUB","Car","M",69,"64-69","Drivers"
"T20190014741","7/8/19",01:19:00,"Collision with a fixed object","Wednesday","Dark Street lights on",2,3,"Not at intersection",3,50,"A",2009,"UTIL","FORD","Utility","M",41,"40-49","Drivers"
"T20190014741","7/8/19",01:19:00,"Collision with a fixed object","Wednesday","Dark Street lights on",2,3,"Not at intersection",3,50,"B",2017,"SEDAN","HOLDEN","Car","U",NA,"unknown","Drivers"
"T20190014742","31/7/19",10:05:00,"Collision with vehicle","Wednesday","Day",2,4,"T intersection",3,60,"A",2003,"TIPPER","MACK","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",25,"22-25","Drivers"
"T20190014742","31/7/19",10:05:00,"Collision with vehicle","Wednesday","Day",2,4,"T intersection",3,60,"B",2009,"SEDAN","HONDA","Car","F",36,"30-39","Drivers"
"T20190014746","4/8/19",14:19:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,80,"A",2012,"SEDAN","VOLKS","Car","F",36,"30-39","Drivers"
"T20190014746","4/8/19",14:19:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,80,"B",2002,"SEDAN","FORD","Car","F",43,"40-49","Drivers"
"T20190014747","26/7/19",23:00:00,"Vehicle overturned (no collision)","Friday","Dark No street lights",1,1,"Not at intersection",3,999,"A",2015,"DC UTE","TOYOTA","Utility","M",26,"26-29","Drivers"
"T20190014752","3/8/19",19:00:00,"Collision with vehicle","Saturday","Dark No street lights",2,4,"T intersection",3,100,"A",2004,"UTIL","FORD","Utility","M",26,"26-29","Drivers"
"T20190014752","3/8/19",19:00:00,"Collision with vehicle","Saturday","Dark No street lights",2,4,"T intersection",3,100,"B",2017,"WAGON","HOLDEN","Station Wagon","M",36,"30-39","Drivers"
"T20190014753","11/7/19",15:15:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"A",2004,"WAGON","MITSUB","Station Wagon","F",31,"30-39","Drivers"
"T20190014753","11/7/19",15:15:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"B",2009,"VAN","MITSUB","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",27,"26-29","Drivers"
"T20190014757","13/6/19",07:45:00,"Collision with vehicle","Thursday","Unknown",2,2,"Not at intersection",3,999,"A",2016,"SEDAN","HYNDAI","Car","F",67,"64-69","Drivers"
"T20190014757","13/6/19",07:45:00,"Collision with vehicle","Thursday","Unknown",2,2,"Not at intersection",3,999,"B",2018,"VAN","FORD","Panel Van","M",22,"22-25","Drivers"
"T20190014759","7/8/19",09:03:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,40,"A",2016,"SEDAN","TOYOTA","Car","M",67,"64-69","Drivers"
"T20190014760","7/8/19",08:15:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,100,"A",2017,"SEDAN","MAZDA","Car","F",28,"26-29","Drivers"
"T20190014760","7/8/19",08:15:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,100,"B",2005,"TIPPER","SCANIA","Heavy Vehicle (Rigid) > 4.5 Tonnes","M",24,"22-25","Drivers"
"T20190014761","7/8/19",09:30:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,777,"A",2014,"SEDAN","MAZDA","Car","F",69,"64-69","Drivers"
"T20190014761","7/8/19",09:30:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,777,"B",2008,"SEDAN","SUBARU","Car","M",19,"17-21","Drivers"
"T20190014770","7/8/19",08:36:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,999,"A",2017,"WAGON","TOYOTA","Station Wagon","M",18,"17-21","Drivers"
"T20190014771","7/8/19",11:30:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,60,"A",2018,"WAGON","MAZDA","Station Wagon","F",48,"40-49","Drivers"
"T20190014774","5/7/19",09:30:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"A",2015,"WAGON","FORD","Station Wagon","F",49,"40-49","Drivers"
"T20190014774","5/7/19",09:30:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"B",2013,"SEDAN","MAZDA","Car","M",91,"70+","Drivers"
"T20190014775","5/8/19",16:55:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"A",2009,"WAGON","VOLKS","Station Wagon","F",59,"50-59","Drivers"
"T20190014775","5/8/19",16:55:00,"Collision with vehicle","Monday","Day",2,2,"Not at intersection",3,50,"B",1998,"SEDAN","HOLDEN","Car","M",28,"26-29","Drivers"
"T20190014776","2/8/19",15:50:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"A",2004,"WAGON","MITSUB","Station Wagon","F",19,"17-21","Drivers"
"T20190014776","2/8/19",15:50:00,"Collision with vehicle","Friday","Day",2,2,"T intersection",3,60,"B",1999,"S WAG","MITSUB","Station Wagon","M",19,"17-21","Drivers"
"T20190014782","7/8/19",06:35:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"T intersection",3,60,"A",2016,"WAGON","MAZDA","Station Wagon","M",44,"40-49","Drivers"
"T20190014782","7/8/19",06:35:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"T intersection",3,60,"B",2003,"SEDAN","FORD","Car","M",28,"26-29","Drivers"
"T20190014783","6/8/19",09:02:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,40,"B",1996,"VAN","TOYOTA","Panel Van","M",51,"50-59","Drivers"
"T20190014784","7/8/19",12:15:00,"Struck Pedestrian","Wednesday","Day",2,3,"Not at intersection",3,777,"A",2011,"WAGON","HYNDAI","Station Wagon","F",81,"70+","Drivers"
"T20190014784","7/8/19",12:15:00,"Struck Pedestrian","Wednesday","Day",2,3,"Not at intersection",3,777,"B",2013,"VAN","HYNDAI","Panel Van","M",25,"22-25","Drivers"
"T20190014785","7/8/19",07:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,80,"A",2012,"SEDAN","NISSAN","Car","M",25,"22-25","Drivers"
"T20190014786","7/8/19",13:15:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"A",2009,"UTIL","HOLDEN","Utility","F",56,"50-59","Drivers"
"T20190014787","7/8/19",13:10:00,"Collision with vehicle","Wednesday","Day",3,5,"Cross intersection",3,50,"A",2008,"SEDAN","HOLDEN","Car","F",27,"26-29","Drivers"
"T20190014787","7/8/19",13:10:00,"Collision with vehicle","Wednesday","Day",3,5,"Cross intersection",3,50,"B",2005,"SEDAN","TOYOTA","Car","M",66,"64-69","Drivers"
"T20190014787","7/8/19",13:10:00,"Collision with vehicle","Wednesday","Day",3,5,"Cross intersection",3,50,"C",2004,"COUPE","TOYOTA","Car","M",20,"17-21","Drivers"
"T20190014792","7/8/19",16:30:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",2,70,"A",2008,"UTIL","FORD","Utility","M",81,"70+","Drivers"
"T20190014792","7/8/19",16:30:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",2,70,"B",2012,"WAGON","HOLDEN","Station Wagon","M",26,"26-29","Drivers"
"T20190014794","31/7/19",15:40:00,"Collision with vehicle","Wednesday","Unknown",2,2,"Cross intersection",3,999,"A",2010,"WAGON","FORD","Car","F",38,"30-39","Drivers"
"T20190014794","31/7/19",15:40:00,"Collision with vehicle","Wednesday","Unknown",2,2,"Cross intersection",3,999,"B",2018,"SEDAN","SUZUKI","Car","F",20,"17-21","Drivers"
"T20190014798","4/8/19",12:30:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,80,"A",2014,"S WAG","HOLDEN","Station Wagon","M",42,"40-49","Drivers"
"T20190014798","4/8/19",12:30:00,"Collision with vehicle","Sunday","Day",2,2,"T intersection",3,80,"B",2013,"DC UTE","MITSUB","Utility","F",21,"17-21","Drivers"
"T20190014799","24/5/19",08:57:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,999,"A",2002,"SEDAN","FORD","Car","M",69,"64-69","Drivers"
"T20190014800","7/8/19",14:30:00,"Collision with vehicle","Wednesday","Day",3,3,"Cross intersection",3,80,"A",2007,"SEDAN","FORD","Car","M",50,"50-59","Drivers"
"T20190014800","7/8/19",14:30:00,"Collision with vehicle","Wednesday","Day",3,3,"Cross intersection",3,80,"B",2005,"SEDAN","FORD","Car","F",37,"30-39","Drivers"
"T20190014800","7/8/19",14:30:00,"Collision with vehicle","Wednesday","Day",3,3,"Cross intersection",3,80,"C",2002,"SEDAN","NISSAN","Car","M",58,"50-59","Drivers"
"T20190014803","7/8/19",18:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,80,"A",2010,"S WAG","HONDA","Station Wagon","F",62,"60-64","Drivers"
"T20190014805","6/8/19",15:15:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,60,"A",2017,"SEDAN","VOLKS","Car","F",46,"40-49","Drivers"
"T20190014806","7/8/19",17:30:00,"Collision with vehicle","Wednesday","Dusk/Dawn",2,2,"Cross intersection",3,50,"A",2011,"WAGON","TOYOTA","Station Wagon","F",65,"64-69","Drivers"
"T20190014809","7/8/19",17:54:00,"Collision with a fixed object","Wednesday","Dusk/Dawn",1,1,"Not at intersection",2,50,"A",2008,"SEDAN","HYNDAI","Car","M",79,"70+","Drivers"
"T20190014811","7/8/19",17:45:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Not at intersection",3,70,"A",2007,"SEDAN","MITSUB","Car","F",60,"60-64","Drivers"
"T20190014811","7/8/19",17:45:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Not at intersection",3,70,"B",2007,"SEDAN","TOYOTA","Car","M",19,"17-21","Drivers"
"T20190014813","3/8/19",18:30:00,"Collision with vehicle","Saturday","Dark Street lights on",2,4,"Cross intersection",3,50,"A",2005,"SEDAN","FORD","Car","M",49,"40-49","Drivers"
"T20190014813","3/8/19",18:30:00,"Collision with vehicle","Saturday","Dark Street lights on",2,4,"Cross intersection",3,50,"B",2001,"WAGON","HONDA","Car","M",28,"26-29","Drivers"
"T20190014818","7/8/19",20:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"A",0,"SED","FORD","Car","F",52,"50-59","Drivers"
"T20190014818","7/8/19",20:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"B",1998,"SEDAN","MAZDA","Car","M",51,"50-59","Drivers"
"T20190014824","29/7/19",06:30:00,"Collision with vehicle","Monday","Unknown",4,4,"Not at intersection",3,60,"B",2016,"SEDAN","REN","Car","F",22,"22-25","Drivers"
"T20190014824","29/7/19",06:30:00,"Collision with vehicle","Monday","Unknown",4,4,"Not at intersection",3,60,"C",2005,"WAGON","FORD","Station Wagon","M",25,"22-25","Drivers"
"T20190014824","29/7/19",06:30:00,"Collision with vehicle","Monday","Unknown",4,4,"Not at intersection",3,60,"D",2004,"SEDAN","TOYOTA","Car","M",28,"26-29","Drivers"
"T20190014826","7/8/19",19:55:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Not at intersection",3,50,"A",2018,"WAGON","HYNDAI","Station Wagon","U",NA,"unknown","Drivers"
"T20190014826","7/8/19",19:55:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Not at intersection",3,50,"B",2005,"VAN","TOYOTA","Panel Van","M",50,"50-59","Drivers"
"T20190014827","7/8/19",22:10:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,5,"Cross intersection",2,60,"A",2012,"WAGON","MITSUB","Station Wagon","F",21,"17-21","Drivers"
"T20190014827","7/8/19",22:10:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,5,"Cross intersection",2,60,"B",2011,"SEDAN","NISSAN","Car","F",47,"40-49","Drivers"
"T20190014828","7/8/19",22:00:00,"Collision with a fixed object","Wednesday","Dark No street lights",1,1,"Not at intersection",3,80,"A",2015,"VAN","TOYOTA","Panel Van","M",31,"30-39","Drivers"
"T20190014829","7/8/19",21:20:00,"Collision with a fixed object","Wednesday","Dark Street lights on",1,2,"Not at intersection",1,80,"A",2003,"SEDAN","FORD","Car","M",22,"22-25","Drivers"
"T20190014831","7/8/19",22:45:00,"Collision with vehicle","Wednesday","Dark No street lights",2,2,"T intersection",3,80,"A",2006,"SEDAN","HOLDEN","Car","M",30,"30-39","Drivers"
"T20190014832","2/8/19",10:12:00,"Collision with vehicle","Friday","Day",3,6,"T intersection",3,60,"A",2007,"SEDAN","FORD","Car","M",31,"30-39","Drivers"
"T20190014832","2/8/19",10:12:00,"Collision with vehicle","Friday","Day",3,6,"T intersection",3,60,"B",2017,"SEDAN","HYNDAI","Car","F",36,"30-39","Drivers"
"T20190014832","2/8/19",10:12:00,"Collision with vehicle","Friday","Day",3,6,"T intersection",3,60,"C",2008,"VAN","TOYOTA","Panel Van","F",NA,"unknown","Drivers"
"T20190014834","21/7/19",12:20:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,60,"A",2018,"WAGON","FORD","Station Wagon","M",57,"50-59","Drivers"
"T20190014834","21/7/19",12:20:00,"Collision with vehicle","Sunday","Day",2,2,"Cross intersection",3,60,"B",2018,"SEDAN","VOLKS","Car","F",30,"30-39","Drivers"
"T20190014836","8/8/19",06:30:00,"Collision with vehicle","Thursday","Dark Street lights on",2,3,"Cross intersection",3,80,"A",1998,"SEDAN","MITSUB","Car","M",60,"60-64","Drivers"
"T20190014836","8/8/19",06:30:00,"Collision with vehicle","Thursday","Dark Street lights on",2,3,"Cross intersection",3,80,"B",2006,"S WAG","HOLDEN","Car","M",19,"17-21","Drivers"
"T20190014838","27/2/19",21:50:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"A",2016,"COUPE","TOYOTA","Car","F",43,"40-49","Drivers"
"T20190014838","27/2/19",21:50:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"B",2018,"COUPE","SUBARU","Car","M",59,"50-59","Drivers"
"T20190014839","3/1/19",13:33:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",2,60,"A",2012,"COUPE","MERC B","Car","F",53,"50-59","Drivers"
"T20190014839","3/1/19",13:33:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",2,60,"B",2011,"WAGON","TOYOTA","Station Wagon","M",37,"30-39","Drivers"
"T20190014840","8/8/19",04:45:00,"Collision with a fixed object","Thursday","Dark Street lights on",1,1,"Not at intersection",3,110,"A",2016,"TRAY","ISUZU","Utility","M",56,"50-59","Drivers"
"T20190014844","8/8/19",07:20:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,60,"A",2003,"S WAG","SUBARU","Station Wagon","M",24,"22-25","Drivers"
"T20190014844","8/8/19",07:20:00,"Collision with vehicle","Thursday","Day",2,2,"T intersection",3,60,"B",2002,"SEDAN","FORD","Car","F",27,"26-29","Drivers"
"T20190014847","8/8/19",08:45:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,50,"A",2015,"WAGON","HOLDEN","Station Wagon","F",39,"30-39","Drivers"
"T20190014849","8/8/19",07:55:00,"Collision with vehicle","Thursday","Day",2,16,"Not at intersection",3,100,"A",2018,"WAGON","SUBARU","Station Wagon","F",54,"50-59","Drivers"
"T20190014849","8/8/19",07:55:00,"Collision with vehicle","Thursday","Day",2,16,"Not at intersection",3,100,"B",2006,"BUS","MITSUB","Bus/Coach","M",65,"64-69","Drivers"
"T20190014850","4/8/19",12:25:00,"Collision with vehicle","Sunday","Day",2,2,"Not at intersection",3,40,"B",2018,"WAGON","MITSUB","Station Wagon","M",30,"30-39","Drivers"
"T20190014854","24/7/19",14:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"A",2002,"S WAG","MITSUB","Station Wagon","M",25,"22-25","Drivers"
"T20190014854","24/7/19",14:00:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"B",2005,"SEDAN","VOLKS","Car","F",37,"30-39","Drivers"
"T20190014855","8/8/19",09:50:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",3,100,"A",2002,"WAGON","TOYOTA","Station Wagon","F",58,"50-59","Drivers"
"T20190014855","8/8/19",09:50:00,"Collision with vehicle","Thursday","Day",2,3,"Not at intersection",3,100,"B",2007,"WAGON","TOYOTA","Station Wagon","F",73,"70+","Drivers"
"T20190014856","19/7/19",16:04:00,"Struck Pedestrian","Friday","Day",1,2,"T intersection",3,40,"A",2009,"WAGON","FORD","Station Wagon","M",83,"70+","Drivers"
"T20190014862","31/7/19",18:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",3,5,"Cross intersection",3,50,"A",2006,"SEDAN","ALFA R","Car","F",18,"17-21","Drivers"
"T20190014862","31/7/19",18:15:00,"Collision with vehicle","Wednesday","Dark Street lights on",3,5,"Cross intersection",3,50,"B",2015,"WAGON","HONDA","Station Wagon","F",28,"26-29","Drivers"
"T20190014863","8/8/19",08:07:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",2,60,"B",2016,"DC UTE","VOLKS","Utility","M",55,"50-59","Drivers"
"T20190014865","21/2/19",04:00:00,"Struck animal","Thursday","Unknown",1,1,"Not at intersection",3,80,"A",2017,"SEDAN","HYNDAI","Taxi","M",34,"30-39","Drivers"
"T20190014867","8/8/19",11:30:00,"Collision with vehicle","Thursday","Day",4,4,"Not at intersection",3,60,"A",2017,"WAGON","MAZDA","Station Wagon","M",73,"70+","Drivers"
"T20190014867","8/8/19",11:30:00,"Collision with vehicle","Thursday","Day",4,4,"Not at intersection",3,60,"B",2016,"WAGON","MITSUB","Station Wagon","F",25,"22-25","Drivers"
"T20190014867","8/8/19",11:30:00,"Collision with vehicle","Thursday","Day",4,4,"Not at intersection",3,60,"C",2005,"SEDAN","MAZDA","Car","F",47,"40-49","Drivers"
"T20190014868","31/7/19",16:23:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,60,"A",2014,"WAGON","SUZUKI","Station Wagon","F",45,"40-49","Drivers"
"T20190014872","1/8/19",15:00:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,70,"A",2019,"WAGON","KIA","Station Wagon","F",39,"30-39","Drivers"
"T20190014872","1/8/19",15:00:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,70,"B",2011,"SEDAN","FORD","Car","M",29,"26-29","Drivers"
"T20190014876","6/8/19",17:58:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,3,"Not at intersection",2,100,"A",2003,"SEDAN","MAZDA","Car","M",76,"70+","Drivers"
"T20190014876","6/8/19",17:58:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,3,"Not at intersection",2,100,"B",2015,"WAGON","NISSAN","Station Wagon","M",46,"40-49","Drivers"
"T20190014880","8/8/19",09:50:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"A",2014,"UTIL","ISUZU","Utility","M",34,"30-39","Drivers"
"T20190014881","8/8/19",16:00:00,"Collision with a fixed object","Thursday","Day",1,2,"Not at intersection",3,50,"A",1987,"WAGON","TOYOTA","Station Wagon","M",18,"17-21","Drivers"
"T20190014882","8/8/19",06:50:00,"Collision with vehicle","Thursday","Dark Street lights unknown",2,2,"Cross intersection",3,60,"A",2011,"WAGON","VOLVO","Station Wagon","F",46,"40-49","Drivers"
"T20190014884","8/8/19",16:00:00,"Collision with vehicle","Thursday","Day",2,3,"T intersection",3,50,"A",2013,"S WAG","AUDI","Station Wagon","F",27,"26-29","Drivers"
"T20190014884","8/8/19",16:00:00,"Collision with vehicle","Thursday","Day",2,3,"T intersection",3,50,"B",2016,"S WAG","TOYOTA","Station Wagon","F",53,"50-59","Drivers"
"T20190014887","7/8/19",20:45:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Not at intersection",3,999,"A",2009,"SEDAN","HOLDEN","Car","M",34,"30-39","Drivers"
"T20190014887","7/8/19",20:45:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Not at intersection",3,999,"B",2018,"SEDAN","KIA","Car","M",23,"22-25","Drivers"
"T20190014890","8/8/19",15:15:00,"Collision with a fixed object","Thursday","Day",1,1,"Not at intersection",3,80,"A",2013,"WAGON","SUBARU","Station Wagon","M",35,"30-39","Drivers"
"T20190014891","8/8/19",09:58:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"A",2009,"SEDAN","HYNDAI","Car","F",39,"30-39","Drivers"
"T20190014891","8/8/19",09:58:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,999,"B",1999,"SEDAN","TOYOTA","Car","M",63,"60-64","Drivers"
"T20190014892","8/8/19",17:00:00,"Collision with vehicle","Thursday","Day",2,2,"Cross intersection",3,60,"A",2012,"SEDAN","MAZDA","Car","F",32,"30-39","Drivers"
