"ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","Accident Type Desc","Day Week Description","Light Condition Desc","NO_OF_VEHICLES","NO_PERSONS","Road Geometry Desc","SEVERITY","SPEED_ZONE","LGA_NAME","REGION_NAME","Lat","Long","Surface Cond Desc","Atmosph Cond Desc"
"T20190015172","10/8/19",12:47:00,"Collision with vehicle","Saturday","Day",2,6,"Cross intersection",3,60,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.02077128,145.3080119,"Wet","Raining"
"T20190015174","15/7/19",17:10:00,"Collision with vehicle","Monday","Unknown",2,2,"Not at intersection",3,80,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.90259782,145.1538297,"Wet","Raining"
"T20190015176","9/8/19",15:55:00,"Struck Pedestrian","Friday","Day",1,3,"Not at intersection",3,60,"SHEPPARTON","NORTH EASTERN REGION",-36.39085295,145.4318078,"Dry","Clear"
"T20190015178","12/8/19",07:30:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,999,"HEPBURN","WESTERN REGION",-37.36852902,144.1356823,"Snowy","Clear"
"T20190015178","12/8/19",07:30:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,999,"HEPBURN","WESTERN REGION",-37.36852902,144.1356823,"Icy","Clear"
"T20190015180","12/8/19",14:10:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.71894692,144.9602823,"Dry","Clear"
"T20190015181","12/8/19",14:13:00,"Struck Pedestrian","Monday","Day",1,3,"Not at intersection",3,40,"HUME","METROPOLITAN NORTH WEST REGION",-37.59305907,144.914211,"Dry","Clear"
"T20190015185","7/8/19",22:30:00,"Collision with vehicle","Wednesday","Dark No street lights",2,4,"Not at intersection",3,110,"MELTON","METROPOLITAN NORTH WEST REGION",-37.68953577,144.5203837,"Wet","Raining"
"T20190015187","11/8/19",15:30:00,"Collision with vehicle","Sunday","Day",2,4,"Cross intersection",3,60,"BALLARAT","WESTERN REGION",-37.59274127,143.8672602,"Wet","Raining"
"T20190015189","5/6/19",17:12:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,50,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80193172,144.9778455,"Dry","Clear"
"T20190015193","30/7/19",18:24:00,"Struck Pedestrian","Tuesday","Unknown",1,2,"Cross intersection",3,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.59383848,145.0906759,"Dry","Clear"
"T20190015195","12/8/19",14:25:00,"Collision with vehicle","Monday","Day",2,2,"Cross intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.90191445,144.6628899,"Dry","Clear"
"T20190015196","12/8/19",14:30:00,"Collision with vehicle","Monday","Day",5,5,"Not at intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.00292407,145.2453,"Wet","Not known"
"T20190015197","28/7/19",18:30:00,"Collision with vehicle","Sunday","Dusk/Dawn",2,2,"Cross intersection",3,50,"BAYSIDE","METROPOLITAN SOUTH EAST REGION",-37.94395897,145.0327869,"Dry","Clear"
"T20190015198","12/8/19",15:46:00,"Collision with vehicle","Monday","Day",2,3,"Not at intersection",3,999,"BRIMBANK","METROPOLITAN NORTH WEST REGION",-37.75271938,144.7776763,"Unknown","Not known"
"T20190015202","12/8/19",19:30:00,"Collision with vehicle","Monday","Dark No street lights",2,1,"Not at intersection",3,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.5098817,145.1196835,"Dry","Clear"
"T20190015203","12/8/19",18:25:00,"Collision with vehicle","Monday","Dark Street lights on",4,4,"T intersection",3,70,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.81660717,145.2076431,"Dry","Clear"
"T20190015207","12/8/19",19:45:00,"Collision with vehicle","Monday","Dark No street lights",2,3,"Not at intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.00192064,145.1958696,"Dry","Clear"
"T20190015210","12/8/19",19:00:00,"Collision with vehicle","Monday","Dark Street lights on",2,2,"Not at intersection",3,50,"GLEN EIRA","METROPOLITAN SOUTH EAST REGION",-37.87529385,145.0156145,"Dry","Clear"
"T20190015214","12/8/19",16:55:00,"Vehicle overturned (no collision)","Monday","Dusk/Dawn",1,1,"Not at intersection",3,80,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.85991735,145.0593905,"Dry","Clear"
"T20190015216","13/8/19",01:07:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Cross intersection",2,50,"WHITEHORSE","METROPOLITAN SOUTH EAST REGION",-37.81356493,145.107533,"Wet","Clear"
"T20190015217","13/8/19",04:17:00,"Collision with a fixed object","Tuesday","Dark Street lights on",1,1,"T intersection",3,70,"KNOX","METROPOLITAN SOUTH EAST REGION",-37.8519343,145.2861631,"Wet","Raining"
"T20190015218","12/8/19",13:06:00,"Collision with a fixed object","Monday","Day",1,2,"T intersection",3,60,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.85688487,145.0547208,"Dry","Clear"
"T20190015219","13/8/19",00:47:00,"Collision with a fixed object","Tuesday","Dark Street lights on",1,2,"Not at intersection",3,60,"BENDIGO","NORTHERN REGION",-36.74845888,144.2917579,"Dry","Clear"
"T20190015225","10/8/19",14:15:00,"Collision with vehicle","Saturday","Day",2,1,"Cross intersection",3,50,"MITCHELL","NORTHERN REGION",-37.20407098,145.0473964,"Dry","Clear"
"T20190015228","13/8/19",06:50:00,"Vehicle overturned (no collision)","Tuesday","Day",1,1,"T intersection",3,50,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.73235627,144.9910225,"Wet","Raining"
"T20190015229","11/8/19",14:00:00,"Collision with a fixed object","Sunday","Day",1,1,"Not at intersection",3,50,"HINDMARSH","WESTERN REGION",-36.40305972,141.9314757,"Unknown","Not known"
"T20190015230","11/8/19",13:30:00,"Collision with vehicle","Sunday","Day",2,2,"Multiple intersection",3,999,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.01371952,145.2154962,"Dry","Not known"
"T20190015231","13/8/19",09:35:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,100,"MOIRA","NORTH EASTERN REGION",-36.05229406,146.1416038,"Dry","Clear"
"T20190015232","9/8/19",15:58:00,"No collision and no object struck","Friday","Day",1,1,"Not at intersection",3,100,"PYRENEES","WESTERN REGION",-37.42508891,143.3545198,"Wet","Raining"
"T20190015232","9/8/19",15:58:00,"No collision and no object struck","Friday","Day",1,1,"Not at intersection",3,100,"PYRENEES","WESTERN REGION",-37.42508891,143.3545198,"Wet","Strong winds"
"T20190015232","9/8/19",15:58:00,"No collision and no object struck","Friday","Day",1,1,"Not at intersection",3,100,"PYRENEES","WESTERN REGION",-37.42508891,143.3545198,"Icy","Raining"
"T20190015232","9/8/19",15:58:00,"No collision and no object struck","Friday","Day",1,1,"Not at intersection",3,100,"PYRENEES","WESTERN REGION",-37.42508891,143.3545198,"Icy","Strong winds"
"T20190015233","11/5/19",12:00:00,"Collision with vehicle","Saturday","Day",2,3,"T intersection",3,50,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.72499842,144.9567941,"Unknown","Not known"
"T20190015234","13/8/19",10:22:00,"Collision with a fixed object","Tuesday","Day",1,3,"Not at intersection",3,50,"WHITTLESEA","METROPOLITAN NORTH WEST REGION",-37.59005206,145.0880982,"Wet","Raining"
"T20190015236","13/8/19",06:50:00,"Struck Pedestrian","Tuesday","Dark Street lights on",1,4,"Not at intersection",3,70,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.87871926,145.1660021,"Wet","Not known"
"T20190015237","13/8/19",08:40:00,"Collision with vehicle","Tuesday","Day",2,2,"Cross intersection",3,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.98862218,145.218049,"Wet","Clear"
"T20190015241","10/8/19",06:00:00,"Collision with a fixed object","Saturday","Dark Street lights on",1,1,"Not at intersection",3,60,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.8282536,144.9713617,"Unknown","Not known"
"T20190015243","13/8/19",12:39:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,100,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.26507851,145.0729045,"Dry","Clear"
"T20190015244","12/8/19",08:20:00,"No collision and no object struck","Monday","Day",1,1,"Cross intersection",3,60,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.7997898,145.2897875,"Wet","Raining"
"T20190015245","10/8/19",21:30:00,"Collision with vehicle","Saturday","Unknown",3,3,"T intersection",3,999,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.81638056,144.985187,"Unknown","Not known"
"T20190015246","13/8/19",10:43:00,"Collision with a fixed object","Tuesday","Day",1,1,"Cross intersection",3,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.06288917,145.2424475,"Wet","Clear"
"T20190015247","13/8/19",11:30:00,"Collision with a fixed object","Tuesday","Day",1,2,"Cross intersection",3,80,"WANGARATTA","NORTH EASTERN REGION",-36.3897151,146.4550281,"Dry","Clear"
"T20190015250","13/8/19",12:30:00,"Collision with vehicle","Tuesday","Day",2,2,"T intersection",3,80,"BENDIGO","NORTHERN REGION",-36.755786,144.2214368,"Dry","Clear"
"T20190015252","31/7/19",16:30:00,"Collision with vehicle","Wednesday","Day",2,2,"Not at intersection",3,70,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.03122257,145.3061985,"Dry","Clear"
"T20190015254","11/8/19",13:00:00,"Collision with vehicle","Sunday","Day",2,3,"Not at intersection",3,100,"BAW BAW","EASTERN REGION",-37.82013438,146.4057992,"Unknown","Not known"
"T20190015255","13/8/19",12:00:00,"Struck Pedestrian","Tuesday","Day",1,2,"T intersection",3,60,"STONNINGTON","METROPOLITAN SOUTH EAST REGION",-37.86350033,145.0369594,"Dry","Clear"
"T20190015256","9/8/19",18:15:00,"Collision with vehicle","Friday","Dark Street lights on",2,2,"Cross intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.80836269,145.0437999,"Dry","Clear"
"T20190015259","13/8/19",06:05:00,"Collision with vehicle","Tuesday","Dusk/Dawn",2,2,"T intersection",3,40,"MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",-37.73395712,144.8831669,"Dry","Not known"
"T20190015262","13/8/19",15:00:00,"Collision with a fixed object","Tuesday","Day",1,1,"Cross intersection",3,40,"MELTON","METROPOLITAN NORTH WEST REGION",-37.70995974,144.7390571,"Dry","Clear"
"T20190015263","29/7/19",12:40:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",3,50,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.25867904,145.055754,"Dry","Clear"
"T20190015270","13/8/19",16:36:00,"Collision with vehicle","Tuesday","Day",3,5,"Not at intersection",3,30,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.7176588,144.9845009,"Dry","Clear"
"T20190015271","13/8/19",07:20:00,"Collision with vehicle","Tuesday","Day",2,2,"Not at intersection",3,50,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.77370878,144.9981208,"Wet","Raining"
"T20190015274","13/8/19",13:20:00,"Struck Pedestrian","Tuesday","Day",1,2,"Cross intersection",3,50,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.89931746,145.08752,"Dry","Clear"
"T20190015275","13/8/19",16:00:00,"Collision with a fixed object","Tuesday","Day",1,2,"Not at intersection",3,50,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-38.02303193,145.1152138,"Dry","Clear"
"T20190015276","13/8/19",18:25:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,2,"Not at intersection",3,40,"YARRA","METROPOLITAN NORTH WEST REGION",-37.80404276,144.9833945,"Dry","Clear"
"T20190015279","13/8/19",17:45:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,4,"T intersection",3,80,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.96117797,145.3611396,"Dry","Clear"
"T20190015285","13/8/19",18:45:00,"Struck Pedestrian","Tuesday","Dark Street lights on",1,2,"Cross intersection",3,60,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.71694912,144.9408754,"Wet","Raining"
"T20190015286","13/8/19",19:27:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"Cross intersection",3,60,"HUME","METROPOLITAN NORTH WEST REGION",-37.62016992,144.9321392,"Wet","Clear"
"T20190015288","13/8/19",22:10:00,"Collision with vehicle","Tuesday","Dark Street lights on",2,3,"T intersection",3,60,"BANYULE","METROPOLITAN NORTH WEST REGION",-37.72865291,145.050137,"Dry","Clear"
"T20190015291","14/8/19",03:30:00,"Collision with a fixed object","Wednesday","Dark No street lights",1,1,"Not at intersection",3,100,"GEELONG","SOUTH WESTERN REGION",-38.180481,144.6309728,"Dry","Clear"
"T20190015294","13/8/19",09:30:00,"Collision with vehicle","Tuesday","Day",4,4,"Not at intersection",3,70,"KINGSTON","METROPOLITAN SOUTH EAST REGION",-37.93768101,145.0714993,"Dry","Clear"
"T20190015297","14/8/19",04:00:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Cross intersection",3,60,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.91071814,145.085069,"Dry","Clear"
"T20190015299","13/8/19",15:48:00,"Collision with vehicle","Tuesday","Day",3,5,"Not at intersection",3,80,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.20962352,145.0705457,"Dry","Clear"
"T20190015304","14/8/19",06:30:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"Not at intersection",3,60,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.82988436,145.2448958,"Wet","Raining"
"T20190015305","8/8/19",08:40:00,"Collision with vehicle","Thursday","Day",2,2,"Not at intersection",3,50,"BENDIGO","NORTHERN REGION",-36.71852298,144.2538046,"Wet","Clear"
"T20190015306","14/8/19",06:50:00,"Collision with vehicle","Wednesday","Dusk/Dawn",3,3,"Not at intersection",3,80,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.10264619,145.3303402,"Wet","Clear"
"T20190015307","14/8/19",07:27:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-37.96049743,145.1365814,"Dry","Clear"
"T20190015309","14/8/19",09:30:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,70,"NILLUMBIK","METROPOLITAN NORTH WEST REGION",-37.72051277,145.2061528,"Wet","Raining"
"T20190015309","14/8/19",09:30:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,70,"NILLUMBIK","METROPOLITAN NORTH WEST REGION",-37.72051277,145.2061528,"Icy","Raining"
"T20190015311","11/8/19",10:30:00,"Vehicle overturned (no collision)","Sunday","Day",1,1,"Not at intersection",3,100,"MOYNE","SOUTH WESTERN REGION",-38.40509692,142.632305,"Dry","Clear"
"T20190015312","14/8/19",07:15:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,100,"WANGARATTA","NORTH EASTERN REGION",-36.23146654,146.4275739,"Dry","Clear"
"T20190015314","24/5/19",11:45:00,"Collision with vehicle","Friday","Day",2,2,"Not at intersection",3,70,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.79908177,145.2842754,"Wet","Raining"
"T20190015315","22/7/19",12:45:00,"Collision with vehicle","Monday","Day",2,2,"T intersection",3,40,"MELTON","METROPOLITAN NORTH WEST REGION",-37.68957957,144.6051925,"Dry","Clear"
"T20190015318","14/8/19",12:29:00,"Struck Pedestrian","Wednesday","Day",1,2,"Not at intersection",2,40,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.7426556,144.9663613,"Dry","Clear"
"T20190015320","8/8/19",12:30:00,"Collision with vehicle","Thursday","Unknown",2,2,"Cross intersection",3,80,"MAROONDAH","METROPOLITAN SOUTH EAST REGION",-37.81103404,145.2376427,"Unknown","Not known"
"T20190015322","14/8/19",04:00:00,"Collision with a fixed object","Wednesday","Dark No street lights",1,1,"Not at intersection",3,100,"MANSFIELD","NORTH EASTERN REGION",-36.9328754,145.7367482,"Wet","Raining"
"T20190015325","14/8/19",07:10:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,50,"YARRA RANGES","METROPOLITAN SOUTH EAST REGION",-37.90888124,145.34408,"Wet","Raining"
"T20190015326","14/8/19",13:50:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"BOROONDARA","METROPOLITAN SOUTH EAST REGION",-37.79214683,145.020844,"Dry","Clear"
"T20190015332","9/8/19",17:15:00,"Collision with vehicle","Friday","Dusk/Dawn",2,2,"T intersection",3,80,"DANDENONG","METROPOLITAN SOUTH EAST REGION",-38.0007291,145.2256085,"Dry","Clear"
"T20190015333","14/8/19",11:35:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,50,"BANYULE","METROPOLITAN NORTH WEST REGION",-37.71946644,145.081198,"Dry","Clear"
"T20190015334","14/8/19",14:30:00,"Collision with a fixed object","Wednesday","Day",1,1,"Not at intersection",3,100,"MITCHELL","NORTHERN REGION",-37.00941899,145.1233127,"Dry","Clear"
"T20190015335","14/8/19",15:10:00,"Collision with vehicle","Wednesday","Day",2,4,"Cross intersection",3,100,"EAST GIPPSLAND","EASTERN REGION",-37.87066561,148.0115388,"Dry","Clear"
"T20190015337","14/8/19",15:45:00,"Collision with vehicle","Wednesday","Day",2,3,"Cross intersection",3,50,"GEELONG","SOUTH WESTERN REGION",-38.07634402,144.3624518,"Dry","Clear"
"T20190015338","11/8/19",18:30:00,"Collision with vehicle","Sunday","Unknown",2,3,"Cross intersection",3,999,"MELTON","METROPOLITAN NORTH WEST REGION",-37.71010819,144.7407496,"Unknown","Clear"
"T20190015340","14/8/19",00:26:00,"Struck Pedestrian","Wednesday","Dark Street lights on",1,3,"Cross intersection",3,40,"MELBOURNE","METROPOLITAN NORTH WEST REGION",-37.81939013,144.9571063,"Dry","Clear"
"T20190015341","7/8/19",12:26:00,"Collision with vehicle","Wednesday","Day",2,2,"Cross intersection",3,60,"MONASH","METROPOLITAN SOUTH EAST REGION",-37.88028127,145.0907589,"Dry","Clear"
"T20190015342","14/8/19",16:54:00,"Collision with vehicle","Wednesday","Day",2,2,"T intersection",3,60,"GEELONG","SOUTH WESTERN REGION",-38.1436455,144.3292563,"Dry","Clear"
"T20190015343","19/7/19",11:30:00,"Collision with vehicle","Friday","Day",2,1,"Not at intersection",3,50,"HOBSONS BAY","METROPOLITAN NORTH WEST REGION",-37.86878774,144.8162614,"Unknown","Clear"
"T20190015344","14/8/19",19:45:00,"Collision with a fixed object","Wednesday","Dark Street lights on",1,1,"Not at intersection",3,60,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.82567622,144.8209099,"Dry","Clear"
"T20190015345","14/8/19",17:18:00,"Collision with a fixed object","Wednesday","Dusk/Dawn",1,1,"Not at intersection",2,60,"MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",-38.41875878,145.0234804,"Dry","Clear"
"T20190015346","12/8/19",19:45:00,"Struck animal","Monday","Dark No street lights",1,2,"Not at intersection",3,100,"COLAC OTWAY","SOUTH WESTERN REGION",-38.35685284,143.797386,"Dry","Clear"
"T20190015347","14/8/19",19:00:00,"Collision with a fixed object","Wednesday","Dark Street lights on",1,1,"Not at intersection",3,50,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.72463413,145.0148956,"Dry","Clear"
"T20190015349","14/8/19",19:55:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Cross intersection",3,70,"WYNDHAM","METROPOLITAN NORTH WEST REGION",-37.8608752,144.6670219,"Dry","Clear"
"T20190015350","14/8/19",19:03:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"T intersection",3,70,"MORELAND","METROPOLITAN NORTH WEST REGION",-37.69872962,144.9597395,"Dry","Clear"
"T20190015351","14/8/19",15:15:00,"Collision with vehicle","Wednesday","Day",2,4,"Cross intersection",3,50,"MACEDON RANGES","NORTHERN REGION",-37.48756093,144.588118,"Dry","Clear"
"T20190015353","14/8/19",18:00:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,2,"T intersection",3,60,"DAREBIN","METROPOLITAN NORTH WEST REGION",-37.74420255,144.9939389,"Dry","Clear"
"T20190015354","14/8/19",20:00:00,"Collision with vehicle","Wednesday","Dark Street lights on",2,3,"Cross intersection",3,999,"CASEY","METROPOLITAN SOUTH EAST REGION",-38.01450374,145.3242168,"Dry","Clear"
"T20190015355","5/8/19",11:15:00,"Collision with a fixed object","Monday","Day",1,1,"Not at intersection",1,888,"MITCHELL","NORTHERN REGION",-37.02387761,145.1387669,"Dry","Not known"
